flowBytesPerSecond,mean_flowiat,label
124.9600876774,1106376.25287356,0
38.6888019581,1929929.66666667,1
181252.247980904,4908.0040120361,1
15506.4127006964,8826.8378696484,0
122.1176038758,2914832.66666667,1
20.1591579542,21400000.0,0
153.589531888,1677878.31818182,1
571428.571428571,140.0,1
26.8516455583,6315402.42105263,0
376.4469465115,680219.8,0
66.8566885942,2049159.22222222,0
2408.7221095335,44698.6666666667,0
3.1624776711,17600000.0,0
5111111.11111111,18.0,1
503.6295223752,206501.0,1
36.5944635397,8454410.46153846,0
234.8318954618,478852.325301205,0
39.8311507794,6502448.33333333,0
344.6590357638,787177.076923077,0
21.3904879549,14000000.0,0
1307065.2173913,368.0,0
1280.9284063289,193678.052631579,0
0.0,0.0,0
1538461.53846154,52.0,1
76693.7022900763,4790.8571428572,1
6145454.54545454,55.0,1
112.6068665556,2387065.8,0
44.0915314021,4218497.16,0
42.3046021481,3051283.47222222,0
11340.317947405,9952.6649249399,1
464.8044692737,223750.0,1
546.4012042047,718814.656716418,0
54743.5157590179,4362.0344827586,0
6.7318050798,15400000.0,1
323.6519193966,284256.0,1
837.2520839226,589095.352459016,1
1600000.0,50.0,1
3243.8743321804,325050.989473684,0
73550.9011203117,1026.5,0
66.8568916035,2049153.0,0
72.6933661013,1430667.0,1
848.3743027424,70723.5,0
13.3222341755,21400000.0,0
382454.218974661,3014.6156497115,0
46.0305011977,3271743.65,0
39.6267730923,9643101.625,1
746.4841884752,239708.307692308,1
146.8507359106,479027.560209424,0
139.5527445725,1573905.67857143,1
38.1946196276,2957222.8,1
6.2755454445,12000000.0,0
42.3766003638,3905894.22222222,0
83355.8987539298,13617.8125,1
88161.6661333466,13631.3454504146,1
19.5813917326,8562551.06666667,0
1285.1725032659,293602.589420655,0
9666666.66666667,15.0,1
42.9387675922,1738910.33333333,1
215662.458676659,4137.5119509272,1
188.4113838458,600282.2,1
48.9788055413,4399862.3,1
53.5753077917,1164492.79104478,1
605759.850725398,1546.3957264957,0
21323.8447461053,24790.6315789474,0
100085.782598909,7146.4782608696,0
12500000.0,11.0,1
2859959.39551308,395.7342314758,0
133.7779536327,1148358.125,0
98.9869143751,2940700.90909091,0
3.4436409147,18100000.0,1
48628.1553096555,19284.6980781153,1
15.542973878,20600000.0,0
633855.331841909,298.0,0
38.5978132855,9900172.25,1
10048.2118153501,44214.6111111111,0
4413.6718320695,32496.4285714286,0
3917.7277179236,26546.0,1
348.5301161705,268269.5,1
71.4829288309,1874319.09090909,0
485177.535323981,1892.7420408163,0
1535.6292569413,387459.165605096,1
1899613.8996139,259.0,0
4120.6971827186,33974.8333333333,0
58.5498836549,4285112.82142857,1
506.4351349114,205357.0,1
1715.9239877647,77072.1785714286,1
215.5114741499,1411909.08695652,1
47.0939539923,3217260.40540541,0
248306.997742664,177.2,0
2.9795738507,20400000.0,1
13.9882690878,21400000.0,0
4000000.0,23.0,1
57931.6431616778,15159.7461115099,1
273483.749672848,3234.8604945929,1
1602.983278676,79393.6333333333,1
26.4486749452,4104003.5,0
7147.8083955241,12342.5555555556,0
12277.7878664387,9563.7008608321,0
9642857.14285714,14.0,1
1562.246602747,137295.252054795,1
6944.344185375,69265.0,0
109.2455345318,1910168.87096774,1
296.7790359964,2402730.36,0
26.4448427191,4104598.22727273,0
2554.7408512922,82399.464604811,1
75586.0953920776,1237.0,1
11.4900658939,4978213.4,0
5126.523578651,96902.8309859155,0
1853.0262668047,76857.7096774194,0
21.8917908325,3410715.33333333,1
1117.2368630644,452008.0,0
6425.1362616223,77975.0,1
70.0360480239,3510829.38461538,1
2875000.0,32.0,1
336525.253592561,2704.0,0
660.343535841,485766.438016529,0
71.5350477105,3448193.22222222,0
0.0,0.0,0
0.0,0.0,0
21.9155008729,3407025.33333333,1
619.3341396522,225126.571428571,1
6795.1783777772,31967.1111111111,0
360.4627787521,288518.0,1
1608.6940104966,203164.06440678,0
858.0885879992,205353.386029412,1
4.3433494695,12500000.0,1
19500000.0,50.4004977147,0
15230.4521334912,3508.1538461539,1
57.4429481648,5788810.05263158,0
406581.785780654,1783.0834919125,0
0.0,0.0,1
130.0365688301,1204056.9047619,0
12926.1427557607,9856.9508789223,0
33.9990210823,5273681.25,0
35.5534147829,3262696.44444444,0
0.0,0.0,0
11428.3262293675,31072.8888888889,0
42754.7680848663,9845.5555555556,0
0.0,0.0,1
1250000.0,64.0,1
62.8535796782,4838910.66666667,0
4.5919812771,14900000.0,1
10362.7123926152,10348.0757157641,0
685.8868420319,640867.375,1
39.225651076,10000000.0,0
13.983341907,21400000.0,0
22.8945203614,4095859.0,0
2825.6396080961,32559.0,1
154.8682288086,2245084.80769231,0
11.4258047217,4778656.85,0
77.005969238,2448259.71428571,0
4.5813558901,14900000.0,1
106.1496758939,808727.423076923,0
3932.9161152359,38212.2857142857,1
877.1500367381,394371.615384615,0
17778.2897515647,5208.6,1
13.8990143225,21500000.0,0
907.428862265,671953.5,0
3.4615457712,18000000.0,0
0.0,0.0,1
59.2684894003,2562725.83333333,0
763.7101318878,231657.158301158,0
1522.6855439247,209035.65840708,0
275229.357798165,218.0,0
20603.1591144722,21294.8051948052,0
46.626180557,7933072.88888889,0
0.0,0.0,1
252617.274266909,14076.7669561136,0
11.73217572,4802845.39130435,1
15314.2650132803,8911.813057041,1
4.1729878962,18700000.0,1
23400000.0,40.8500960922,0
21.8884622593,3411234.0,1
74611.8648998916,18904.5,0
71556.3506261181,1118.0,1
361990.950226244,221.0,0
1250000.0,64.0,1
16100000.0,9.0,1
22.7253728385,13200000.0,0
136.1137795191,1034428.7,0
37.6598411796,3223403.32142857,0
83.0856837692,1726522.17391304,1
264.6144479189,1336283.8,0
1831168.83116883,77.0,1
6.5543216218,8391410.0,1
6.2826536736,11900000.0,0
38125.6843616719,22044.7019940916,1
11096.2956226602,10004.1724195431,0
2023.0746050512,203318.432835821,1
7941176.47058824,17.0,1
1332402.23463687,358.0,0
30.8609285584,5400572.0,1
16600000.0,9.0,1
0.0,0.0,0
5111111.11111111,18.0,1
2468.167437969,191235.0,1
12176.2046034605,9563.3352195744,0
337552.742616034,237.0,0
2.9771369947,20400000.0,1
62349.7544112451,15566.8333333333,0
609.9907730415,231619.428571429,1
0.0,0.0,1
12209.0171764564,9601.6445071869,0
11809.0844619833,12832.1403208556,0
1038961.03896104,77.0,0
13516.2031006523,37454.4848484848,1
3076923.07692308,26.0,1
332.3279209638,276835.0,1
284.8221756269,1688773.0,0
230.4744496635,1016164.7,0
34.8321138827,11000000.0,1
1824324.32432432,74.0,1
3486.0217876362,38095.0,0
92.9047510848,3272168.5,0
492.3598348877,174669.0,0
15300000.0,6.0,1
485.3236268608,214290.0,1
5072.1793914229,118489.5,0
29.0199225611,10200000.0,0
15324.2072080855,8913.0762831464,1
1164.444145869,59542.0,1
1669.1677289458,79680.4285714286,1
376.0049857145,680664.733333333,0
11101.2279808351,9999.7271439287,0
143985.561505027,5012.5163580247,0
9076923.07692308,39.0,1
162447.949433321,5245.9858657244,1
9.0066305688,6344532.14285714,1
838.1000272383,71590.5,0
222.4076455387,632805.317460318,1
1356.6583658041,920303.314049587,0
50233.2144232863,17059.7142857143,0
9356.1023846651,52586.0,0
1379310.34482759,58.0,1
80.6394242345,2941197.47058824,0
160506.706408346,254.8101265823,0
106.219537426,1977351.23333333,1
14.2426033115,21400000.0,0
662840.136054422,261.3333333333,0
414.5722132974,250861.0,1
9454545.45454546,11.0,1
1573.3712183546,695906.814814815,0
11.7326089534,4802668.04347826,1
1334.8516815853,106753.433333333,1
1344.6083658996,105929.233333333,1
0.0,0.0,0
2682.0819804037,175237.0,1
323.8983001515,304832.392857143,1
7062.79270217,85660.1666666667,1
2692307.69230769,39.0,1
13000000.0,75.2956642066,0
418677.042801556,571.1111111111,0
67.4427290441,5584279.47619048,0
366436.86720079,12429.2983219391,0
39347.2179872996,12571.8333333333,0
63.4777582283,3933136.16666667,1
773382.237359183,763.4,1
37.1884750055,2097424.0,1
97.5314889889,3861512.33333333,0
847.4941605229,604481.0,0
3885.2242377965,164833.782967033,1
687.1069698131,263727.191208791,1
5200000.0,20.0,1
1122565.32066508,233.8888888889,0
1523.9936137855,227267.465909091,0
480.5395572708,785575.285714286,1
1126760.56338028,71.0,1
11093.6805888703,10006.5307705137,0
12540.2000654299,12859.473521624,0
191014.941155208,3897.1984231275,1
70.3683978417,3511191.53846154,1
2147.5227588301,223979.0,0
92.8650085478,4015147.06666667,1
2039215.68627451,51.0,1
182.8985855858,2087734.84375,0
312768.052407829,2885.0325921413,1
292.7307937121,480293.762096774,1
41.9799274093,4643171.44,1
185.7635261504,1843405.46875,1
169.9319281421,1506984.28813559,1
4390.4,13020.8333333333,1
10400000.0,10.0,1
67.0900751877,2165532.14285714,0
997.1436455248,554060.855072464,0
4.5689092043,15000000.0,1
51.9829495925,5168361.33333333,0
1173.1581417175,103353.5,1
116.6832754408,1264253.51724138,0
5821.3209589153,146731.169230769,1
33.6550097562,5215322.7826087,0
342.5703200054,268558.0,1
11096.8427280831,10003.6791162985,0
6772727.27272727,22.0,1
13737.5213050889,102675.0,1
8363636.36363637,11.0,1
1079.9523402532,290786.14321608,1
6.2689975702,12000000.0,0
50636.9091483314,9499.0,0
13.9850181123,21400000.0,0
11380.5763831752,9952.4682756905,1
1733.6133159534,76059.1428571429,1
35.7822621821,2906468.0,0
48.2225308538,2775421.27027027,0
804.2484905347,516880.05,0
1741.7410903476,85843.5517241379,0
23.290142977,3467132.0,1
4000000.0,20.0,1
1723.1867131915,279134.0,0
15.9584659573,3629958.64285714,0
3884.8991810097,224536.071428571,0
1402.2219825262,343027.0,0
73.1779717781,1456210.078125,0
19885.7494145504,21327.3888888889,0
119.8312465698,2046564.90909091,1
2418604.65116279,43.0,1
69.1548278037,4058526.0,0
11775.2748561499,9941.1322177119,1
145.0589336719,868038.0,1
4821428.57142857,28.0,1
0.0,0.0,1
12179.2888155549,9571.4801786711,0
204107.170196105,4012.1587068332,1
0.0,0.0,0
0.0,0.0,1
6.5690162602,34900000.0,1
26.8470806047,5039435.0,1
2.9827905441,20300000.0,1
291.6310747351,482224.259109312,1
13.8131350458,21600000.0,0
3833333.33333333,24.0,1
18.4094348308,13700000.0,0
11102.0966515806,9998.944587951,0
499.4237418363,208240.0,1
1711.5246039735,77416.3571428571,1
41289.595977407,7032.28,1
11600000.0,9.0,1
20.8702515791,11800000.0,0
2500000.0,54.0,1
11994.1390236315,9953.9630029034,1
71.7925212309,3343482.48148148,0
58405.25905353,58555.1167400881,0
792123.769338959,323.1818181818,0
2536842.10526316,47.5,1
2297560.97560976,20.5,0
43839.0191585725,15017.4090909091,1
15942.6749283015,42008.2,1
592592.592592593,135.0,0
7076923.07692308,13.0,1
825167.037861915,299.3333333333,0
23.4740196175,14300000.0,0
8666666.66666667,12.0,1
713.3646116278,145788.0,0
2539.8702011781,142372.400255754,1
1057.7384025752,120918.366666667,1
4011.0520836114,149836.0,0
2594594.59459459,185.0,0
0.0,0.0,0
1735849.05660377,53.0,1
3851851.85185185,27.0,1
242846.154172745,3780.3635729239,1
10102.9268885111,32936.0,0
830.4210608477,319540.235294118,0
1724.8827699435,74227.2666666667,1
13.5079945951,21500000.0,0
16500000.0,59.0945945946,0
843.6812645023,151397.294191919,1
1617.4454492041,296146.0,0
7.1530032077,9949201.0,0
6.2789588723,11900000.0,0
15495.8603473282,8828.8156868516,0
681078.492269199,3395.8241540422,0
11500000.0,8.0,1
48.1243244586,4077979.32142857,0
3172413.79310345,29.0,1
797.0655918959,221575.168260038,1
1359.8576712946,108782.392857143,1
2333333.33333333,45.0,1
448544.081582205,2040.6428191631,1
5000000.0,27.0,1
467059.800258833,1904.7906976744,0
788.3700809406,223020.361751152,0
3914.4388287938,91826.7,0
1019.3691596056,203400.116504854,1
13.3080847488,21400000.0,0
118.9915727886,1158812.22222222,1
29443.3533188769,23291.9682539683,1
38612.4303117902,2421.5,1
2787878.78787879,33.0,1
117474.302496329,681.0,0
0.0,0.0,1
55.0445062044,1956901.31666667,0
14.9473484342,5329819.33333333,1
4521739.13043478,23.0,1
169.8829441544,417770.75261324,1
102516.84285293,7916.0485175202,1
1309.4302948461,303376.698209719,0
12400000.0,12.0,1
1296.9733540469,280856.315789474,0
2506.0619606887,99875.4705882353,0
33844.4724486723,21349.7619047619,1
36.6520515755,3072995.21052632,1
305011.704582369,3072.0267489712,1
96.9924559749,3923657.91304348,1
58.4759848242,5427014.2,0
5240.7328504474,93880.0,0
4438475.67170802,221.9243260778,0
35.9739587374,6523237.22222222,1
1812.3569417454,60763.4166666667,1
188.2258861848,758308.733333333,0
2.9000121076,30000000.0,0
562.5827280682,255145.853658537,1
9.3565027228,23400000.0,1
382.5293868635,1068095.66972477,0
106.9072719486,1804846.53658537,1
3.1950721174,20300000.0,1
1608247.42268041,291.0,0
126389.020440157,8562.8259037005,1
18.967094041,13300000.0,0
1544117.64705882,68.0,1
20.154389995,2947248.71428571,1
3.2820831836,19800000.0,1
190176.322418136,397.0,0
542.7327933946,372738.297297297,1
50634.2402239524,6016.3157894737,1
984842.629535006,895.9965986395,0
1675.0456604705,79038.3571428571,1
3.2919968265,19700000.0,1
14340.7445735789,37724.68,1
49.9954927108,10900000.0,1
58481.7970565453,1291.0,0
2884430.08608556,368.1523994812,0
38.9064768754,6552750.72222222,1
27.25464255,1855952.91666667,0
102.3161379002,2003594.0,1
236.9970293451,279605.891891892,1
90.3357414322,3121688.0,0
129.5604411942,1989605.70967742,1
284.0090581655,267527.719211823,1
1369.4229770556,108179.035714286,1
0.0,0.0,1
34.7741722385,3444070.64705882,1
5542.3013396954,13622.5,0
1095890.4109589,73.0,0
11.4740028359,4758583.45,0
258064.516129032,310.0,1
10326.6950292393,36477.0625,0
80.4280607496,1719963.55555556,0
667.7028693069,253691.052845528,1
1707936.50793651,315.0,0
211781.206171108,356.5,0
86.9345400455,2325887.96,0
7159.9918470166,76536.4,1
333305.174782475,13794.5824807449,0
1434.4215525642,103277.071428571,1
866.5258413915,181095.594224924,0
27.4817683469,13300000.0,1
116.6248760861,2389675.86956522,1
6101768.45507047,188.8079096045,0
737046.992766722,1265.1971805366,1
35.8915183459,6519646.16666667,1
12153.0867630875,9566.2975924745,0
161.6882719075,2964781.33333333,0
256093.090524854,3524.5092262868,1
88.9131200183,2925574.43902439,1
1345.6793484313,101017.75,1
7374.3597555562,86035.2471516214,1
83.564477824,3973644.83333333,0
0.0,0.0,0
11.7316969595,4803041.39130435,1
3526939.13707289,279.6920252182,0
15189.964519853,8749.693889456,1
959.7007061698,161991.456521739,1
11100.9918736239,9999.939828319,0
11220.2747781068,9615.3633814103,0
748.9528167556,510846.6,0
105594.405594406,715.0,0
13.6344960175,21900000.0,0
27304.3264066124,24358.1666666667,0
0.0,0.0,1
11099.2010684255,10001.5533422237,0
1857142.85714286,56.0,1
118.6476311632,1162171.44444444,1
1423.1369034405,104246.571428571,1
158152.511230328,4398.0810810811,1
11101.7440311659,9999.26225,0
1719.3492924216,60488.0,1
3.4817600634,17400000.0,1
136151.767847502,6326.1299185889,1
71.3994111228,3332971.77777778,0
41.8406328693,4056601.38461538,0
5.0887596114,13000000.0,1
106.1668029141,4285708.78571429,0
1904761.90476191,42.0,0
2785.9370741604,33023.0,1
633.1101012251,567305.222222222,0
508.4406028932,204547.0,1
722.4614611125,188867.202898551,1
1632653.06122449,49.0,1
38651.8838971246,4647.4210526316,0
4.5675627977,15000000.0,0
11624.9761246896,12854.6802356722,0
15326.9581366969,8909.6020938521,1
1745.6834484914,73266.4333333333,1
36.5029676694,8456635.92307692,0
3714285.71428571,28.0,1
264770.13528799,3484.559911651,1
2293.8239257025,214489.0,0
24.9705892218,4567373.2,1
1529.6659591962,52299.0,1
341.73017075,1707625.54716981,0
121.408568467,582056.666666667,1
69.6931304767,3651435.92,1
45.0651211603,3716150.0,0
2462.3009182657,42507.6666666667,1
27377.5394197024,14713.4545454545,0
3066666.66666667,30.0,1
14966.1135235609,8841.770908555,1
486.2448804025,213884.0,1
12338.9719662986,12748.6080535487,0
0.0,0.0,1
3897.3692757389,40483.1481481481,0
1428571.42857143,56.0,1
234.8286497696,478858.9437751,0
11454.137962404,13435.2222222222,0
1177.0401443714,211375.26984127,0
42085.8306104684,23789.2363256785,0
95.0559672509,1418597.46153846,0
90.4311971647,2511512.11904762,0
5.4884127411,10800000.0,0
292.7299581332,480295.133064516,1
33.2707923044,5710714.61904762,0
53.1259522009,1039040.2,1
9041.0297111702,14489.5,1
278.471415564,1558879.74137931,0
2767.2955974843,55650.0,0
76.1919898869,3254935.33333333,0
65.4678722746,2220879.05660377,0
10.432475601,7476653.0,0
27602.5059083918,24233.6363636364,1
167.5816509699,1489252.71428571,1
43.64007057,5580408.29411765,0
289855.072463768,276.0,1
21177.9021931465,6398.1785714286,0
16.8805688997,3528247.41176471,1
0.0,0.0,0
1610.0266701572,305585.0,0
2034.2723166569,232024.0,1
770.4402776236,603551.0,1
3372093.02325581,43.0,1
416082.485404777,2192.6788052757,1
1664.9440115388,76819.4,1
107.8631710338,4925994.0,1
97.6972426385,3760341.54166667,1
20.9866741589,4304318.66666667,1
651.485668332,183480.886850153,1
30.3469061466,6982889.45454545,0
26346.284132851,25486.2,1
0.0,0.0,1
59408.8262210228,10091.5882352941,0
94.3935525806,3881307.14814815,0
11101.1206572516,9999.82375,0
72.2316619313,978333.666666667,1
1863.9793724202,80214.0,0
2475409.83606557,30.5,0
703.9020657995,130700.0,1
1140.3628015165,397242.0,1
9933333.33333333,15.0,1
1269.1958039467,210548.5,1
3250000.0,32.0,1
336017.56954612,2666.9523809524,0
1819.6487254379,63506.3289473684,0
1096.7678329029,157721.096685083,0
282.2124296279,1112833.88888889,0
7.5100069149,11800000.0,1
1076.7277088419,160660.199152542,0
44.1725518546,3028755.93939394,0
14662.0416868088,9158.6117853599,1
5625000.0,24.0,1
11.3195742583,4802622.0,0
4609756.09756098,41.0,1
4101.4315573609,25357.0,1
2051282.05128205,39.0,1
12.161119652,4632248.91666667,0
11101.9986742656,9999.0328305975,0
2375.9160197005,129896.697396963,1
17359.0281943611,5334.4,1
1303.7166041433,108714.833333333,1
335.5619020524,274167.0,1
7.9701348178,18300000.0,0
97.2226274089,2732871.72727273,1
293.6805023971,478623.020080321,1
158.0736810185,1833203.65625,1
76896.9025059957,11632.2014802632,1
661.1330648527,187553.990723562,1
1653.4627979808,79918.8571428572,1
18400000.0,5.0,1
170045.045045045,444.0,0
4.5713763053,15000000.0,0
0.0,0.0,0
2.6478724213,18100000.0,1
50.6285157001,6847261.11111111,0
467.3674181995,222523.0,1
0.0,0.0,1
2287.5975379247,206330.0,1
152125.186783995,4015.3333333333,0
32743.827700928,2855.5,1
12576.8269500815,12829.4344060729,0
40.2844548098,10000000.0,0
21000.6197048532,33648.037037037,0
156000000.0,9.0,1
264026.402640264,303.0,0
262.4435465285,1964751.54545455,1
1180.6279997858,251903.951417004,1
13.8034298738,21500000.0,0
4661867.54766274,211.9659438606,0
597.1634735009,100475.0,1
2946.7619805946,113344.75,0
18197.5395983178,5088.6,1
5.0887883843,13000000.0,1
89.3199004511,2769499.6,1
807.5990680895,792165.070921986,1
91983.4090177709,3995.2857142857,1
34.6047240354,3804875.5,1
87.4843061049,2361109.2,1
60.9335062254,2262940.33333333,1
1655172.4137931,290.0,0
3893.2846738293,25428.4,1
742.535376306,246413.383747178,1
4061.8653335416,25604.0,1
2421.5100970081,203179.0,0
445.5535556669,965091.613636364,1
14.9815534969,3048794.35135135,0
3317.0812443537,145007.0,0
11100.761142189,10000.1476789732,0
135182.094717006,7843.3810085907,0
18.7402381022,7043667.17647059,1
5000000.0,27.0,1
6339.2107472712,11910.0,0
6904.2656898627,80910.125,1
1222.3757684603,207854.461005199,0
0.0,0.0,0
49.5276484845,2305782.8,1
1242.7485890811,150317.571428571,0
1093.2177590546,1026764.57954545,0
4189.2377579515,235320.508474576,0
97.4280507647,3762145.07692308,1
1392.4516029106,91644.9166666667,1
7.4728354805,14800000.0,0
12295.043988652,9565.4584296533,0
2056.3007440822,159679.95,0
1138.7401592046,60886.0,1
1701.5815271355,211935.1875,0
31.4689301999,4590608.5,0
36.6095950982,10100000.0,1
109987.367633069,6106.7619047619,0
40.6446480111,7376432.4375,0
19.125745961,11900000.0,0
27894.9669103071,11572.8235294118,0
2.9889620424,20300000.0,1
241.7530990738,1036096.1369863,1
4600000.0,20.0,1
1739130.43478261,46.0,1
751.2822365094,103822.5,1
118.0571172336,1849528.475,1
1530.4707436748,202159.345423143,0
41.5027002279,9207232.25,1
535.0713422767,697459.285714286,0
18.1942523419,3998515.5,1
11.7317470853,4803020.86956522,1
71.8084978945,4137921.55172414,1
2.6476617798,18100000.0,1
4.5902390837,14900000.0,1
4202.925749958,33746.3333333333,0
13100000.0,7.0,1
2260869.56521739,46.0,1
13.2240590416,21500000.0,0
15520.4698821244,8830.8792227865,0
81419.9077516154,11261.1568627451,0
3.4422551493,18100000.0,1
384.5738082053,903110.125,0
834061.135371179,76.3333333333,0
400.1703143954,1413929.21875,0
1812.7070386548,265349.0,0
98.6414590052,4442576.44444444,1
2522.1086113142,41499.6666666667,1
14900000.0,7.0,1
9279.0863668808,11208.0,1
71.8268376913,983847.666666667,1
219187.820265987,3971.8823529412,0
1456.5833245897,324046.0,1
23.1305254117,3491057.75,1
325.4969294377,807995.333333333,0
769.9840144623,119483.0,1
1678.4568003416,214155.05,0
269217.171049312,14068.8389442815,0
0.0,0.0,0
13.9989555467,21300000.0,0
13.001612394,3435471.33333333,0
1922.7686432461,172165.79154519,0
256539.469031473,3444.0761581921,1
79.1445616805,3584158.66666667,0
9255.2063166047,47519.2,0
610.9042272538,224725.428571429,1
1032.9186688822,89068.0,1
7948.4321232976,61899.0,0
0.0,0.0,0
180630.271352691,4532.8461538462,0
15555.34577761,8835.2160212045,0
2200.4925186135,231463.333333333,1
96457.8554848989,12134.8333333333,0
163299.268827559,5339.6599063963,1
15140.6315040692,8807.7217052586,0
289511.809937717,2912.6509320505,1
3200000.0,25.0,1
38.3185196803,9972332.0,1
52.7223093107,2701724.91176471,0
37.1272687413,5710088.76190476,1
740.4390803747,567231.0,1
11101.0604329373,9999.878,0
16.1045371352,4023710.8,1
67.5991448708,1538481.0,0
110380.116959064,684.0,0
10.9958830286,7093564.0,1
1274.9663203198,193679.694736842,0
670.1631701632,137280.0,1
59259.7582067008,14984.6997909408,1
930232.558139535,86.0,1
162.4242753126,590823.646153846,1
51.5846744466,4442892.92592593,0
0.0,0.0,0
4388.0034896066,36988.9615384615,0
0.0,0.0,1
15.1188447694,17200000.0,0
118.5679010965,596001.666666667,1
2000000.0,52.0,1
34.6459890519,11000000.0,1
76.8797278234,4181856.63636364,1
234604.105571848,341.0,1
5231989.8858508,188.9845271098,0
26.7103179975,3966876.08695652,1
11.4286264486,4777477.0,0
930232.558139535,86.0,1
143.7153576677,655553.56284153,1
1089625.53713935,325.8,0
18929.8058244263,33975.1428571429,0
11.4051833425,4787297.0,0
629.2596988762,552708.580645161,1
3466666.66666667,30.0,1
12391.4759273875,8446.6666666667,1
44.0722253013,2910910.93548387,0
0.0,0.0,0
687.3351049917,608050.601190476,1
7.1399892034,9967335.33333333,0
58.2420623313,4647271.33333333,0
316839.924203517,2566.6818181818,0
1739130.43478261,46.0,1
118274.402742059,8286.9858156028,1
10418.2911403372,76948.0,1
11.7324875513,4802717.73913043,1
853.0304187234,166577.686111111,1
0.0,0.0,0
1061.9287867997,468958.0,1
33.1778546753,3134621.0,0
24.7775701352,4327070.21428571,1
112.4623786567,3151053.75,1
55.3233441865,2883050.58823529,1
18140.5007248364,5104.6,1
3.5551318487,21200000.0,1
14.682902964,20300000.0,0
7854.1841883614,15018.8790394686,1
0.0,0.0,1
38612.4303117902,2421.5,1
91411.3153921307,4021.0714285714,1
1172.5648281353,200600.67405765,0
375519.455987911,330.875,0
4.1400409179,18800000.0,0
13.9515397626,21400000.0,0
9559.6905275342,37475.0625,0
102.668099954,2682961.36363636,0
496894.409937888,161.0,1
108.6735869661,3471581.65384615,1
208.8545424544,866631.857142857,0
1196.1362589424,383937.344827586,0
220.1971779134,866106.857142857,0
97490.4745744629,8411.1026252983,1
13.066442676,4452357.23529412,0
1403508.77192982,57.0,0
17.7567478035,20200000.0,0
5.4543974261,9991937.83333333,1
11974.3826000645,9950.0416252073,1
198.8634475068,1085806.74545455,1
6086.4820011405,54364.5555555556,1
24.4811352844,4248169.0,1
0.0,0.0,1
2038167.9389313,262.0,0
7986.0987654951,16652.5832061069,1
3.4406843389,18100000.0,1
114.7215369435,2507157.83333333,0
565000000.0,12.0,0
2.881908221,21100000.0,1
73.0643210722,967184.333333333,1
18.9594103332,6897087.17647059,0
4117.9893469406,22341.0,1
2.1809642212,44200000.0,0
786.300017009,424774.25,0
2788461.53846154,52.0,1
3557.8166693164,38787.8333333333,0
11.729780822,4803826.0,1
293.8546520839,478339.369477912,1
53.0028211596,2754086.58974359,0
